Time,Setpoint,Measured,Control,P_Term,I_Term,D_Term,Anti_Windup
3.64,5,1.03094,1.05785,0.594968,0.464266,-0.00138715,0
3.65,5,1.03746,1.06343,0.595359,0.465457,0.00261035,0
3.66,5,1.03738,1.05451,0.594382,0.466645,-0.00651616,0
3.67,5,1.03989,1.06231,0.594393,0.467834,7.845e-05,0
3.68,5,1.04013,1.06052,0.594016,0.469022,-0.00251805,0
3.69,5,1.03583,1.06395,0.59398,0.47021,-0.000237346,0
3.7,5,1.04135,1.07033,0.594626,0.471399,0.00430569,0
3.71,5,1.03419,1.06086,0.593797,0.472587,-0.00552562,0
3.72,5,1.037,1.07581,0.594871,0.473777,0.00715774,0
3.73,5,1.03492,1.06661,0.59445,0.474966,-0.0028046,0
3.74,5,1.0374,1.073,0.594762,0.476155,0.00208143,0
3.75,5,1.03882,1.06925,0.59439,0.477344,-0.00248286,0
3.76,5,1.03601,1.07129,0.594177,0.478532,-0.00141678,0
3.77,5,1.03843,1.07713,0.594599,0.479721,0.0028098,0
3.78,5,1.04374,1.07272,0.594235,0.48091,-0.00242702,0
3.79,5,1.03826,1.07023,0.593439,0.482097,-0.00530294,0
3.8,5,1.04141,1.08302,0.594261,0.483285,0.00547602,0
3.81,5,1.04822,1.07512,0.593789,0.484473,-0.00314463,0
3.82,5,1.0398,1.07161,0.592767,0.485658,-0.00681373,0
3.83,5,1.04715,1.08929,0.59403,0.486847,0.0084172,0
3.84,5,1.04488,1.07362,0.592928,0.488032,-0.00734296,0
3.85,5,1.04593,1.08475,0.593268,0.489219,0.00226438,0
3.86,5,1.04622,1.08247,0.593111,0.490405,-0.001048,0
3.87,5,1.04468,1.08437,0.593067,0.491591,-0.00028997,0
3.88,5,1.0488,1.08762,0.593299,0.492778,0.00154269,0
3.89,5,1.04601,1.08252,0.592679,0.493963,-0.00412763,0
3.9,5,1.05106,1.09104,0.593098,0.495149,0.00279333,0
3.91,5,1.04731,1.08363,0.592341,0.496334,-0.00504799,0
3.92,5,1.05428,1.09417,0.592903,0.49752,0.00374847,0
3.93,5,1.05429,1.08359,0.591857,0.498704,-0.00697409,0
3.94,5,1.05439,1.09174,0.591856,0.499887,-7.27149e-06,0
3.95,5,1.05809,1.09281,0.591842,0.501071,-9.85359e-05,0
3.96,5,1.0553,1.08984,0.591286,0.502254,-0.00370032,0
3.97,5,1.05491,1.09793,0.591705,0.503437,0.00278865,0
3.98,5,1.06372,1.09677,0.591763,0.504621,0.000387282,0
3.99,5,1.07261,1.08744,0.590442,0.505801,-0.00880569,0
4,5,1.07417,1.0872,0.589109,0.50698,-0.00888775,0
4.01,5,1.08104,1.09547,0.588875,0.508157,-0.00156163,0
4.02,5,1.08285,1.09031,0.587844,0.509333,-0.00687156,0
4.03,5,1.08956,1.09627,0.587572,0.510508,-0.0018139,0
4.04,5,1.08617,1.09154,0.586565,0.511681,-0.00670895,0
4.05,5,1.07316,1.10332,0.587074,0.512855,0.00339092,0
4.06,5,1.07994,1.11608,0.589027,0.514034,0.0130171,0
4.07,5,1.08176,1.09644,0.588009,0.51521,-0.00678264,0
4.08,5,1.07621,1.1023,0.587736,0.516385,-0.00182048,0
4.09,5,1.07766,1.11168,0.588568,0.517562,0.00554811,0
4.1,5,1.08432,1.10564,0.588351,0.518739,-0.0014462,0
4.11,5,1.0872,1.10061,0.587353,0.519914,-0.00665911,0
4.12,5,1.09141,1.10513,0.58692,0.521087,-0.00288159,0
4.13,5,1.09826,1.10434,0.586289,0.52226,-0.0042093,0
4.14,5,1.09605,1.10184,0.585261,0.523431,-0.00685111,0
4.15,5,1.09119,1.1124,0.585592,0.524602,0.00220473,0
4.16,5,1.09106,1.11696,0.586322,0.525774,0.00486551,0
4.17,5,1.09689,1.11341,0.586341,0.526947,0.00012701,0
4.18,5,1.10058,1.10775,0.585466,0.528118,-0.00583311,0
4.19,5,1.09771,1.11052,0.584913,0.529288,-0.00368549,0
4.2,5,1.09534,1.11867,0.585343,0.530458,0.00286547,0
4.21,5,1.09304,1.11971,0.585699,0.53163,0.00237718,0
4.22,5,1.09686,1.12114,0.586044,0.532802,0.00229497,0
4.23,5,1.09775,1.11562,0.585471,0.533973,-0.00381988,0
4.24,5,1.10558,1.11959,0.585338,0.535144,-0.000887274,0
4.25,5,1.10348,1.11265,0.584164,0.536312,-0.00782609,0
4.26,5,1.10563,1.12405,0.584478,0.537481,0.00209198,0
4.27,5,1.10437,1.12066,0.584156,0.538649,-0.00214602,0
4.28,5,1.09691,1.12542,0.584344,0.539818,0.00125615,0
4.29,5,1.10346,1.13391,0.585463,0.540989,0.00745806,0
4.3,5,1.10293,1.12009,0.584481,0.542158,-0.00654428,0
4.31,5,1.10378,1.12841,0.58456,0.543327,0.000525033,0
4.32,5,1.0999,1.12808,0.584433,0.544496,-0.000848634,0
4.33,5,1.09644,1.13457,0.585015,0.545666,0.00388592,0
4.34,5,1.09677,1.13583,0.585534,0.546837,0.00345468,0
4.35,5,1.09133,1.13316,0.585485,0.548008,-0.000327545,0
4.36,5,1.09782,1.14092,0.5863,0.54918,0.00543564,0
4.37,5,1.09237,1.1292,0.585327,0.550351,-0.00648253,0
4.38,5,1.09328,1.14312,0.586145,0.551523,0.00545002,0
4.39,5,1.08157,1.13779,0.586008,0.552695,-0.000914608,0
4.4,5,1.08089,1.15334,0.587764,0.553871,0.0117097,0
4.41,5,1.08654,1.14359,0.587866,0.555047,0.000680404,0
4.42,5,1.08744,1.13759,0.587019,0.556221,-0.00564986,0
4.43,5,1.09646,1.14338,0.586884,0.557394,-0.000899031,0
4.44,5,1.09738,1.13508,0.585531,0.558565,-0.00901687,0
4.45,5,1.09649,1.14421,0.585393,0.559736,-0.000921105,0
4.46,5,1.10074,1.14732,0.585526,0.560907,0.000886591,0
4.47,5,1.11174,1.14272,0.584889,0.562077,-0.00424921,0
4.48,5,1.11255,1.13549,0.58324,0.563244,-0.0109944,0
4.49,5,1.11315,1.14671,0.583117,0.56441,-0.000815515,0
4.5,5,1.11849,1.14801,0.583028,0.565576,-0.000597874,0
4.51,5,1.11981,1.14363,0.582227,0.56674,-0.00534098,0
4.52,5,1.12076,1.14861,0.582029,0.567904,-0.00131872,0
4.53,5,1.12027,1.15001,0.581886,0.569068,-0.00094919,0
4.54,5,1.12295,1.15268,0.581959,0.570232,0.000486267,0
4.55,5,1.11841,1.15028,0.581558,0.571395,-0.00267514,0
4.56,5,1.11969,1.15933,0.582238,0.57256,0.00453609,0
4.57,5,1.12001,1.15449,0.582047,0.573724,-0.00127928,0
4.58,5,1.12565,1.15657,0.581999,0.574888,-0.00031863,0
4.59,5,1.12029,1.15157,0.581153,0.57605,-0.00563752,0
4.6,5,1.1097,1.16453,0.581957,0.577214,0.00535954,0
4.61,5,1.11403,1.17251,0.583545,0.578381,0.0105874,0
4.62,5,1.12033,1.15812,0.582896,0.579547,-0.00432711,0
4.63,5,1.13087,1.15635,0.58195,0.580711,-0.00630894,0
4.64,5,1.13376,1.1517,0.580369,0.581872,-0.0105379,0
4.65,5,1.12619,1.16008,0.579936,0.583031,-0.00288879,0
4.66,5,1.12339,1.17284,0.581072,0.584194,0.00757382,0
4.67,5,1.12709,1.16964,0.581491,0.585357,0.00279621,0
4.68,5,1.12921,1.16375,0.580936,0.586518,-0.00369977,0
4.69,5,1.13159,1.16618,0.580619,0.58768,-0.00211802,0
4.7,5,1.12809,1.16672,0.580262,0.58884,-0.0023785,0
4.71,5,1.12792,1.17429,0.580787,0.590002,0.00349881,0
4.72,5,1.12225,1.17215,0.580812,0.591163,0.000169619,0
4.73,5,1.12168,1.17966,0.581662,0.592327,0.00566891,0
4.74,5,1.13152,1.17581,0.581748,0.59349,0.000567474,0
4.75,5,1.12924,1.16508,0.580271,0.594651,-0.00984065,0
4.76,5,1.12711,1.17871,0.580614,0.595812,0.00228056,0
4.77,5,1.1326,1.18004,0.580934,0.596974,0.00213302,0
4.78,5,1.13997,1.17276,0.580111,0.598134,-0.00548628,0
4.79,5,1.14239,1.17093,0.579005,0.599292,-0.00736981,0
4.8,5,1.146,1.17666,0.578641,0.600449,-0.00242842,0
4.81,5,1.14338,1.1761,0.5781,0.601606,-0.00360722,0
4.82,5,1.15169,1.18388,0.578493,0.602762,0.00262179,0
4.83,5,1.15292,1.17285,0.577246,0.603917,-0.00831234,0
4.84,5,1.15708,1.18091,0.577063,0.605071,-0.00122367,0
4.85,5,1.15822,1.1785,0.576438,0.606224,-0.00416545,0
4.86,5,1.16109,1.18251,0.576267,0.607377,-0.00113801,0
4.87,5,1.16214,1.18149,0.575836,0.608528,-0.00287404,0
4.88,5,1.159,1.18431,0.575678,0.60968,-0.00105049,0
4.89,5,1.15796,1.19012,0.57615,0.610832,0.00314268,0
4.9,5,1.15283,1.18933,0.576306,0.611984,0.00103834,0
4.91,5,1.15484,1.19535,0.577075,0.613139,0.0051326,0
4.92,5,1.14886,1.18906,0.576775,0.614292,-0.00200494,0
4.93,5,1.14798,1.19909,0.577671,0.615448,0.00597606,0
4.94,5,1.1538,1.19528,0.577803,0.616603,0.000878612,0
4.95,5,1.14979,1.18887,0.576931,0.617757,-0.00581482,0
4.96,5,1.14516,1.20045,0.577532,0.618912,0.00400808,0
4.97,5,1.157,1.20292,0.578225,0.620068,0.00462274,0
4.98,5,1.16056,1.18584,0.57645,0.621221,-0.0118336,0
4.99,5,1.16824,1.19473,0.575916,0.622373,-0.00355972,0
5,5,1.17129,1.19061,0.574765,0.623523,-0.00767815,0
5.01,5,1.17411,1.19592,0.574306,0.624671,-0.00305749,0
5.02,5,1.1719,1.19689,0.573883,0.625819,-0.00281682,0
5.03,5,1.17362,1.20339,0.574215,0.626968,0.0022119,0
5.04,5,1.17335,1.20035,0.573957,0.628115,-0.00172171,0
5.05,5,1.17656,1.20354,0.573998,0.629263,0.000274947,0
5.06,5,1.17619,1.20071,0.573516,0.63041,-0.00321421,0
5.07,5,1.17178,1.2055,0.573571,0.631558,0.000366499,0
5.08,5,1.16981,1.21135,0.574232,0.632706,0.00440865,0
5.09,5,1.16914,1.21036,0.574528,0.633855,0.00197276,0
5.1,5,1.16734,1.21031,0.574629,0.635004,0.000672579,0
5.11,5,1.17505,1.21285,0.574898,0.636154,0.00179394,0
5.12,5,1.17676,1.20334,0.573743,0.637302,-0.00770035,0
5.13,5,1.17027,1.21022,0.573486,0.638449,-0.00171176,0
5.14,5,1.17556,1.22055,0.57446,0.639598,0.00649178,0
5.15,5,1.17895,1.20912,0.573667,0.640745,-0.00529004,0
5.16,5,1.18621,1.21165,0.573157,0.641891,-0.00339513,0
5.17,5,1.1905,1.20785,0.572069,0.643035,-0.00725871,0
5.18,5,1.18976,1.21131,0.571425,0.644178,-0.00428911,0
5.19,5,1.19989,1.21759,0.571536,0.645321,0.00073723,0
5.2,5,1.20765,1.20634,0.570016,0.646461,-0.010133,0
5.21,5,1.21265,1.20869,0.568852,0.647599,-0.00775982,0
5.22,5,1.20995,1.21184,0.568102,0.648735,-0.00499976,0
5.23,5,1.20737,1.22108,0.568507,0.649872,0.00269868,0
5.24,5,1.20764,1.22248,0.568894,0.65101,0.00258005,0
5.25,5,1.20283,1.22074,0.568854,0.652148,-0.000265857,0
5.26,5,1.21424,1.22767,0.569575,0.653287,0.00480903,0
5.27,5,1.21289,1.21087,0.567863,0.654423,-0.0114131,0
5.28,5,1.21913,1.22499,0.568067,0.655559,0.00135942,0
5.29,5,1.22277,1.21757,0.56713,0.656693,-0.00624822,0
5.3,5,1.22525,1.22078,0.566585,0.657826,-0.00363571,0
5.31,5,1.2293,1.22269,0.566212,0.658959,-0.00248427,0
5.32,5,1.23495,1.22164,0.565604,0.66009,-0.00405084,0
5.33,5,1.23407,1.22033,0.564758,0.661219,-0.00564538,0
5.34,5,1.23576,1.22812,0.56489,0.662349,0.000882862,0
5.35,5,1.24005,1.22643,0.564637,0.663478,-0.00168883,0
5.36,5,1.23556,1.2243,0.563992,0.664606,-0.00429677,0
5.37,5,1.23405,1.2349,0.564666,0.665736,0.00449523,0
5.38,5,1.22822,1.23326,0.564892,0.666865,0.0015039,0
5.39,5,1.22713,1.2396,0.565767,0.667997,0.0058359,0
5.4,5,1.22296,1.23615,0.565931,0.669129,0.00108832,0
5.41,5,1.23544,1.24099,0.566556,0.670262,0.00416834,0
5.42,5,1.23416,1.22359,0.564683,0.671391,-0.0124828,0
5.43,5,1.22711,1.23868,0.564877,0.672521,0.00128714,0
5.44,5,1.22853,1.24663,0.565933,0.673653,0.00704557,0
5.45,5,1.22971,1.23909,0.56572,0.674784,-0.00141981,0
5.46,5,1.23155,1.24028,0.565544,0.675916,-0.00117572,0
5.47,5,1.23073,1.24047,0.565267,0.677046,-0.00184415,0
5.48,5,1.22942,1.24439,0.565391,0.678177,0.000820906,0
5.49,5,1.23236,1.24621,0.565587,0.679308,0.00130998,0
5.5,5,1.23766,1.24264,0.565146,0.680438,-0.00294364,0
5.51,5,1.24561,1.24062,0.564351,0.681567,-0.00529634,0
5.52,5,1.24917,1.2379,0.563159,0.682693,-0.00794953,0
5.53,5,1.25361,1.24288,0.562625,0.683819,-0.00356035,0
5.54,5,1.2621,1.24246,0.561958,0.684942,-0.00444187,0
5.55,5,1.26013,1.23826,0.560685,0.686064,-0.0084884,0
5.56,5,1.25352,1.25014,0.560981,0.687186,0.00197091,0
5.57,5,1.24827,1.25688,0.561971,0.68831,0.00660395,0
5.58,5,1.24817,1.25745,0.562759,0.689435,0.00525226,0
5.59,5,1.24633,1.25344,0.562774,0.690561,0.000102523,0
5.6,5,1.23912,1.25658,0.56305,0.691687,0.00183845,0
5.61,5,1.23235,1.26416,0.564133,0.692815,0.00721524,0
5.62,5,1.24356,1.26586,0.565147,0.693945,0.00676375,0
5.63,5,1.23147,1.24733,0.563466,0.695072,-0.0112056,0
5.64,5,1.23972,1.27357,0.56528,0.696203,0.01209,0
5.65,5,1.24016,1.25312,0.564041,0.697331,-0.00825643,0
5.66,5,1.24203,1.262,0.563976,0.698459,-0.000436145,0
5.67,5,1.24152,1.26141,0.563696,0.699586,-0.00186809,0
5.68,5,1.24375,1.26499,0.563771,0.700714,0.000504414,0
5.69,5,1.2447,1.26306,0.563438,0.701841,-0.00222148,0
5.7,5,1.25825,1.26531,0.563295,0.702967,-0.000956164,0
5.71,5,1.25723,1.25181,0.561263,0.70409,-0.0135466,0
5.72,5,1.27037,1.26764,0.561415,0.705213,0.00101627,0
5.73,5,1.26514,1.25264,0.559444,0.706332,-0.0131388,0
5.74,5,1.2649,1.27292,0.56023,0.707452,0.00523487,0
5.75,5,1.26421,1.26908,0.560265,0.708573,0.000238733,0
5.76,5,1.25814,1.27075,0.560369,0.709693,0.000690543,0
5.77,5,1.26492,1.27816,0.561279,0.710816,0.00606522,0
5.78,5,1.26201,1.26542,0.560261,0.711936,-0.00678184,0
5.79,5,1.25982,1.27666,0.560698,0.713058,0.00290892,0
5.8,5,1.26042,1.27741,0.561028,0.71418,0.00219911,0
5.81,5,1.26277,1.27564,0.560937,0.715302,-0.00060375,0
5.82,5,1.25878,1.27466,0.560585,0.716423,-0.00234634,0
5.83,5,1.26178,1.28271,0.561183,0.717545,0.00398408,0
5.84,5,1.26351,1.2764,0.560733,0.718667,-0.00300083,0
5.85,5,1.265,1.27853,0.560473,0.719788,-0.00172883,0
5.86,5,1.25723,1.27966,0.560249,0.720908,-0.00149311,0
5.87,5,1.26029,1.29122,0.561416,0.722031,0.00777495,0
5.88,5,1.25783,1.28104,0.560956,0.723153,-0.00306527,0
5.89,5,1.24982,1.28806,0.561325,0.724276,0.00246372,0
5.9,5,1.24432,1.29594,0.562527,0.725401,0.00801278,0
5.91,5,1.24624,1.29538,0.563352,0.726527,0.00549937,0
5.92,5,1.25528,1.2888,0.563064,0.727654,-0.00192226,0
5.93,5,1.25432,1.28144,0.561708,0.728777,-0.00904047,0
5.94,5,1.25369,1.29272,0.561852,0.729901,0.000963889,0
5.95,5,1.25682,1.2936,0.561947,0.731025,0.000627901,0
5.96,5,1.25463,1.2905,0.561478,0.732147,-0.00312571,0
5.97,5,1.24739,1.29727,0.561806,0.733271,0.00218906,0
5.98,5,1.23622,1.30452,0.562891,0.734397,0.00723501,0
5.99,5,1.23732,1.31127,0.564567,0.735526,0.011174,0
6,5,1.24228,1.29996,0.564403,0.736655,-0.00109755,0
6.01,5,1.23539,1.29647,0.563658,0.737782,-0.00496544,0
6.02,5,1.23873,1.31049,0.564691,0.738912,0.00688939,0
6.03,5,1.23511,1.30089,0.564191,0.74004,-0.00333849,0
6.04,5,1.23517,1.30952,0.564733,0.741169,0.00361636,0
6.05,5,1.24041,1.30697,0.564725,0.742299,-5.31577e-05,0
6.06,5,1.24102,1.30212,0.563938,0.743427,-0.00524545,0
6.07,5,1.23821,1.30779,0.563847,0.744554,-0.000607425,0
6.08,5,1.24056,1.31276,0.564268,0.745683,0.00280878,0
6.09,5,1.24287,1.30838,0.563917,0.746811,-0.00234611,0
6.1,5,1.23649,1.30919,0.563569,0.747938,-0.00231737,0
6.11,5,1.23496,1.31997,0.564526,0.749067,0.006381,0
6.12,5,1.23593,1.31648,0.564756,0.750196,0.00153186,0
6.13,5,1.24017,1.31497,0.564611,0.751326,-0.000966587,0
6.14,5,1.24823,1.31219,0.563975,0.752454,-0.00423754,0
6.15,5,1.25264,1.30828,0.562765,0.753579,-0.00806749,0
6.16,5,1.24994,1.31239,0.562103,0.754703,-0.00441195,0
6.17,5,1.25066,1.32105,0.56251,0.755828,0.00270955,0
6.18,5,1.26236,1.31863,0.562402,0.756953,-0.000721015,0
6.19,5,1.25889,1.30702,0.560646,0.758074,-0.0117034,0
6.2,5,1.2659,1.32384,0.561167,0.759197,0.00347287,0
6.21,5,1.26945,1.31342,0.560115,0.760317,-0.00701189,0
6.22,5,1.26804,1.31747,0.559583,0.761436,-0.00355049,0
6.23,5,1.26818,1.32376,0.559794,0.762556,0.00140706,0
6.24,5,1.26611,1.32331,0.559773,0.763675,-0.000141107,0
6.25,5,1.27177,1.32695,0.560083,0.764796,0.00206815,0
6.26,5,1.27191,1.31949,0.559235,0.765914,-0.00565433,0
6.27,5,1.27365,1.3261,0.559213,0.767032,-0.000145519,0
6.28,5,1.28272,1.32537,0.558953,0.76815,-0.00173304,0
6.29,5,1.28373,1.31778,0.557592,0.769265,-0.00907514,0
6.3,5,1.2832,1.32681,0.55744,0.77038,-0.00100902,0
6.31,5,1.28128,1.32955,0.55752,0.771495,0.000530726,0
6.32,5,1.29166,1.33234,0.557808,0.772611,0.00192034,0
6.33,5,1.29058,1.3196,0.556251,0.773724,-0.0103774,0
6.34,5,1.28341,1.33233,0.556413,0.774836,0.00107709,0
6.35,5,1.2836,1.34061,0.557488,0.775951,0.00716882,0
6.36,5,1.27127,1.33434,0.55746,0.777066,-0.00018933,0
6.37,5,1.27195,1.34982,0.559309,0.778185,0.0123295,0
6.38,5,1.2633,1.33784,0.559208,0.779303,-0.000675691,0
6.39,5,1.26664,1.34957,0.560504,0.780424,0.00864301,0
6.4,5,1.27148,1.33822,0.560004,0.781544,-0.00333326,0
6.41,5,1.27481,1.3371,0.559278,0.782663,-0.00484198,0
6.42,5,1.27066,1.33922,0.558778,0.78378,-0.00333414,0
6.43,5,1.27631,1.34846,0.559401,0.784899,0.00415659,0
6.44,5,1.28366,1.33891,0.558553,0.786016,-0.00565513,0
6.45,5,1.27807,1.33723,0.557451,0.787131,-0.00734912,0
6.46,5,1.28621,1.35213,0.55829,0.788248,0.0055952,0
6.47,5,1.29094,1.33829,0.557068,0.789362,-0.00814387,0
6.48,5,1.29797,1.3421,0.556359,0.790475,-0.00473171,0
6.49,5,1.2892,1.33986,0.555304,0.791585,-0.00703253,0
6.5,5,1.29588,1.35809,0.55662,0.792699,0.0087728,0
6.51,5,1.29346,1.34275,0.555619,0.79381,-0.00667381,0
6.52,5,1.28856,1.35332,0.555981,0.794922,0.00241381,0
6.53,5,1.28746,1.35766,0.556717,0.796035,0.00490594,0
6.54,5,1.29109,1.35513,0.556881,0.797149,0.0010978,0
6.55,5,1.29992,1.35097,0.556337,0.798262,-0.00363078,0
6.56,5,1.30035,1.34555,0.555012,0.799372,-0.00883025,0
6.57,5,1.29954,1.355,0.554948,0.800481,-0.000429026,0
6.58,5,1.3032,1.35747,0.55507,0.801592,0.000811885,0
6.59,5,1.30255,1.35355,0.55452,0.802701,-0.00366654,0
6.6,5,1.30661,1.35908,0.554618,0.80381,0.000653079,0
6.61,5,1.30906,1.35486,0.554008,0.804918,-0.00406415,0
6.62,5,1.31363,1.35722,0.553641,0.806025,-0.00244447,0
6.63,5,1.31557,1.35552,0.552956,0.807131,-0.00456981,0
6.64,5,1.3208,1.35896,0.552664,0.808236,-0.00194369,0
6.65,5,1.31216,1.35599,0.55188,0.80934,-0.0052258,0
6.66,5,1.31754,1.37226,0.553176,0.810447,0.0086377,0
6.67,5,1.31348,1.35854,0.552369,0.811551,-0.00538005,0
6.68,5,1.31566,1.36969,0.552978,0.812657,0.00405926,0
6.69,5,1.31188,1.36423,0.55265,0.813763,-0.00218369,0
6.7,5,1.31572,1.37187,0.553218,0.814869,0.003783,0
6.71,5,1.31992,1.36478,0.552642,0.815974,-0.00383985,0
6.72,5,1.32831,1.36489,0.552012,0.817078,-0.00419764,0
6.73,5,1.32616,1.36054,0.550753,0.81818,-0.00839397,0
6.74,5,1.32649,1.37251,0.551076,0.819282,0.00215094,0
6.75,5,1.32396,1.37108,0.551026,0.820384,-0.000329542,0
6.76,5,1.32593,1.37543,0.551407,0.821487,0.00253671,0
6.77,5,1.32795,1.37173,0.551111,0.822589,-0.00197045,0
6.78,5,1.33148,1.37248,0.550808,0.823691,-0.0020233,0
6.79,5,1.33304,1.37153,0.550278,0.824791,-0.00353451,0
6.8,5,1.33421,1.37438,0.550044,0.825891,-0.00155781,0
6.81,5,1.32918,1.37569,0.549869,0.826991,-0.00116728,0
6.82,5,1.33192,1.38375,0.550624,0.828092,0.00503199,0
6.83,5,1.34451,1.37666,0.550211,0.829193,-0.00274747,0
6.84,5,1.35255,1.36603,0.548324,0.830289,-0.012585,0
6.85,5,1.34701,1.37046,0.547117,0.831384,-0.00804306,0
6.86,5,1.35169,1.38597,0.547949,0.832479,0.00554324,0
6.87,5,1.35955,1.37614,0.547247,0.833574,-0.00467684,0
6.88,5,1.34844,1.37287,0.546067,0.834666,-0.00786767,0
6.89,5,1.34609,1.39461,0.547734,0.835762,0.0111113,0
6.9,5,1.34361,1.38729,0.548086,0.836858,0.00234788,0
6.91,5,1.34601,1.38889,0.548458,0.837955,0.00247962,0
6.92,5,1.3477,1.38475,0.548098,0.839051,-0.00239696,0
6.93,5,1.34778,1.3863,0.547844,0.840147,-0.00169219,0
6.94,5,1.35289,1.389,0.547834,0.841242,-7.24566e-05,0
6.95,5,1.35208,1.38429,0.547066,0.842336,-0.00511565,0
6.96,5,1.34753,1.39143,0.547189,0.843431,0.000815114,0
6.97,5,1.34584,1.39695,0.547871,0.844526,0.00455023,0
6.98,5,1.35407,1.39543,0.548124,0.845623,0.00168753,0
6.99,5,1.35861,1.38538,0.54689,0.846716,-0.00822983,0
7,5,1.35347,1.38948,0.546209,0.847809,-0.00453858,0
7.01,5,1.35527,1.40102,0.546979,0.848903,0.00513545,0
7.02,5,1.35838,1.39491,0.54671,0.849996,-0.00179693,0
7.03,5,1.35718,1.39422,0.546244,0.851089,-0.00310783,0
7.04,5,1.36707,1.39981,0.546424,0.852182,0.00120087,0
7.05,5,1.36825,1.38832,0.54494,0.853272,-0.00989377,0
7.06,5,1.36318,1.39795,0.544763,0.854361,-0.00117873,0
7.07,5,1.36072,1.40604,0.545523,0.855452,0.00506721,0
7.08,5,1.36222,1.4049,0.545892,0.856544,0.00245992,0
7.09,5,1.36312,1.4018,0.545667,0.857635,-0.00149798,0
7.1,5,1.3658,1.40336,0.545532,0.858726,-0.000899378,0
7.11,5,1.36443,1.40227,0.54513,0.859817,-0.00268015,0
7.12,5,1.35622,1.40762,0.545336,0.860907,0.0013721,0
7.13,5,1.35615,1.41677,0.546567,0.862,0.00820672,0
7.14,5,1.35611,1.40974,0.546577,0.863093,6.69456e-05,0
7.15,5,1.35702,1.41081,0.546583,0.864187,4.19499e-05,0
7.16,5,1.35508,1.41082,0.546447,0.86528,-0.000911181,0
7.17,5,1.3545,1.41505,0.546737,0.866373,0.00193772,0
7.18,5,1.36524,1.41487,0.546825,0.867467,0.000582906,0
7.19,5,1.36808,1.40304,0.545214,0.868557,-0.010736,0
7.2,5,1.37322,1.41159,0.544788,0.869647,-0.00284354,0
7.21,5,1.37417,1.40961,0.544017,0.870735,-0.00513943,0
7.22,5,1.37209,1.41475,0.543875,0.871822,-0.000946105,0
7.23,5,1.37122,1.41917,0.544187,0.872911,0.00207659,0
7.24,5,1.36529,1.41919,0.544317,0.873999,0.000869521,0
7.25,5,1.3626,1.42622,0.545206,0.87509,0.00592702,0
7.26,5,1.36614,1.42448,0.545609,0.876181,0.00268909,0
7.27,5,1.3613,1.41882,0.545079,0.877271,-0.00353457,0
7.28,5,1.36533,1.429,0.545804,0.878363,0.00483476,0
7.29,5,1.37475,1.42063,0.545201,0.879453,-0.00402554,0
7.3,5,1.37294,1.41491,0.543787,0.880541,-0.00942222,0
7.31,5,1.37705,1.4275,0.544059,0.881629,0.0018151,0
7.32,5,1.37681,1.42204,0.543442,0.882716,-0.00411447,0
7.33,5,1.3743,1.42752,0.543478,0.883803,0.000239843,0
7.34,5,1.37518,1.43126,0.543855,0.884891,0.00251457,0
7.35,5,1.37723,1.42881,0.543722,0.885978,-0.000887678,0
7.36,5,1.38669,1.42843,0.543415,0.887065,-0.00204696,0
7.37,5,1.38381,1.42069,0.541997,0.888149,-0.00945506,0
7.38,5,1.37944,1.43454,0.542428,0.889234,0.00287364,0
7.39,5,1.38225,1.43778,0.543085,0.89032,0.00437761,0
7.4,5,1.38402,1.43125,0.542662,0.891405,-0.00281627,0
